Year,Date,Heat Demand (kW)
2056,2056-10-11,14800.0
2056,2056-10-12,14800.0
2056,2056-10-13,14800.0
2056,2056-10-14,14800.0
2056,2056-10-15,14800.0
2056,2056-10-16,14800.0
2056,2056-10-17,14800.0
2056,2056-10-18,14800.0
2056,2056-10-19,14800.0
2056,2056-10-20,14800.0
2056,2056-10-21,14800.0
2056,2056-10-22,14800.0
2056,2056-10-23,14800.0
2056,2056-10-24,14800.0
2056,2056-10-25,14800.0
2056,2056-10-26,14800.0
2056,2056-10-27,14800.0
2056,2056-10-28,14800.0
2056,2056-10-29,14800.0
2056,2056-10-30,14800.0
2056,2056-10-31,14800.0
2056,2056-11-01,14800.0
2056,2056-11-02,14800.0
2056,2056-11-03,14800.0
2056,2056-11-04,14800.0
2056,2056-11-05,14800.0
2056,2056-11-06,14800.0
2056,2056-11-07,14800.0
2056,2056-11-08,14800.0
2056,2056-11-09,14800.0
2056,2056-11-10,14800.0
2056,2056-11-11,14800.0
2056,2056-11-12,14800.0
2056,2056-11-13,14800.0
2056,2056-11-14,14800.0
2056,2056-11-15,14800.0
2056,2056-11-16,14800.0
2056,2056-11-17,14800.0
2056,2056-11-18,14800.0
2056,2056-11-19,14800.0
2056,2056-11-20,14800.0
2056,2056-11-21,14800.0
2056,2056-11-22,14800.0
2056,2056-11-23,14800.0
2056,2056-11-24,14800.0
2056,2056-11-25,14800.0
2056,2056-11-26,14800.0
2056,2056-11-27,14800.0
2056,2056-11-28,14800.0
2056,2056-11-29,14800.0
2056,2056-11-30,14800.0
2056,2056-12-01,14800.0
2056,2056-12-02,14800.0
2056,2056-12-03,14800.0
2056,2056-12-04,14800.0
2056,2056-12-05,14800.0
2056,2056-12-06,14800.0
2056,2056-12-07,14800.0
2056,2056-12-08,14800.0
2056,2056-12-09,14800.0
2056,2056-12-10,14800.0
2056,2056-12-11,14800.0
2056,2056-12-12,14800.0
2056,2056-12-13,14800.0
2056,2056-12-14,14800.0
2056,2056-12-15,14800.0
2056,2056-12-16,14800.0
2056,2056-12-17,14800.0
2056,2056-12-18,14800.0
2056,2056-12-19,14800.0
2056,2056-12-20,14800.0
2056,2056-12-21,14800.0
2056,2056-12-22,14800.0
2056,2056-12-23,14800.0
2056,2056-12-24,14800.0
2056,2056-12-25,14800.0
2056,2056-12-26,14800.0
2056,2056-12-27,14800.0
2056,2056-12-28,14800.0
2056,2056-12-29,14800.0
2056,2056-12-30,14800.0
2056,2056-12-31,14800.0
2057,2057-01-01,16100.0
2057,2057-01-02,16100.0
2057,2057-01-03,16100.0
2057,2057-01-04,16100.0
2057,2057-01-05,16100.0
2057,2057-01-06,16100.0
2057,2057-01-07,16100.0
2057,2057-01-08,16100.0
2057,2057-01-09,16100.0
2057,2057-01-10,16100.0
2057,2057-01-11,16100.0
2057,2057-01-12,16100.0
2057,2057-01-13,16100.0
2057,2057-01-14,16100.0
2057,2057-01-15,16100.0
2057,2057-01-16,16100.0
2057,2057-01-17,16100.0
2057,2057-01-18,16100.0
2057,2057-01-19,16100.0
2057,2057-01-20,16100.0
2057,2057-01-21,16100.0
2057,2057-01-22,16100.0
2057,2057-01-23,16100.0
2057,2057-01-24,16100.0
2057,2057-01-25,16100.0
2057,2057-01-26,16100.0
2057,2057-01-27,16100.0
2057,2057-01-28,16100.0
2057,2057-01-29,16100.0
2057,2057-01-30,16100.0
2057,2057-01-31,16100.0
2057,2057-02-01,16100.0
2057,2057-02-02,16100.0
2057,2057-02-03,16100.0
2057,2057-02-04,16100.0
2057,2057-02-05,16100.0
2057,2057-02-06,16100.0
2057,2057-02-07,16100.0
2057,2057-02-08,16100.0
2057,2057-02-09,16100.0
2057,2057-02-10,16100.0
2057,2057-02-11,16100.0
2057,2057-02-12,16100.0
2057,2057-02-13,16100.0
2057,2057-02-14,16100.0
2057,2057-02-15,16100.0
2057,2057-02-16,16100.0
2057,2057-02-17,16100.0
2057,2057-02-18,16100.0
2057,2057-02-19,16100.0
2057,2057-02-20,16100.0
2057,2057-02-21,16100.0
2057,2057-02-22,16100.0
2057,2057-02-23,16100.0
2057,2057-02-24,16100.0
2057,2057-02-25,16100.0
2057,2057-02-26,16100.0
2057,2057-02-27,16100.0
2057,2057-02-28,16100.0
2057,2057-03-01,16100.0
2057,2057-03-02,16100.0
2057,2057-03-03,16100.0
2057,2057-03-04,16100.0
2057,2057-03-05,16100.0
2057,2057-03-06,16100.0
2057,2057-03-07,16100.0
2057,2057-03-08,16100.0
2057,2057-03-09,16100.0
2057,2057-03-10,16100.0
2057,2057-03-11,16100.0
2057,2057-03-12,16100.0
2057,2057-03-13,16100.0
2057,2057-03-14,16100.0
2057,2057-03-15,16100.0
2057,2057-03-16,16100.0
2057,2057-03-17,16100.0
2057,2057-03-18,16100.0
2057,2057-03-19,16100.0
2057,2057-03-20,16100.0
2057,2057-03-21,16100.0
2057,2057-03-22,16100.0
2057,2057-03-23,16100.0
2057,2057-03-24,16100.0
2057,2057-03-25,16100.0
2057,2057-03-26,16100.0
2057,2057-03-27,16100.0
2057,2057-03-28,16100.0
2057,2057-03-29,16100.0
2057,2057-03-30,16100.0
2057,2057-03-31,16100.0
2057,2057-04-01,16100.0
2057,2057-04-02,16100.0
2057,2057-04-03,16100.0
2057,2057-04-04,16100.0
2057,2057-04-05,16100.0
2057,2057-04-06,16100.0
2057,2057-04-07,16100.0
2057,2057-04-08,16100.0
2057,2057-04-09,16100.0
2057,2057-04-10,16100.0
2057,2057-04-11,16100.0
2057,2057-04-12,16100.0
2057,2057-04-13,16100.0
2057,2057-04-14,16100.0
2057,2057-04-15,16100.0
2057,2057-04-16,16100.0
2057,2057-04-17,16100.0
2057,2057-04-18,16100.0
2057,2057-04-19,16100.0
2057,2057-04-20,16100.0
2057,2057-04-21,16100.0
2057,2057-04-22,16100.0
2057,2057-04-23,16100.0
2057,2057-04-24,16100.0
2057,2057-04-25,16100.0
2057,2057-04-26,16100.0
2057,2057-04-27,16100.0
2057,2057-04-28,16100.0
2057,2057-04-29,16100.0
2057,2057-04-30,16100.0
2057,2057-05-01,16100.0
2057,2057-05-02,16100.0
2057,2057-05-03,16100.0
2057,2057-05-04,16100.0
2057,2057-05-05,16100.0
2057,2057-05-06,16100.0
2057,2057-05-07,16100.0
2057,2057-05-08,16100.0
2057,2057-05-09,16100.0
2057,2057-05-10,16100.0
2057,2057-05-11,16100.0
2057,2057-05-12,16100.0
2057,2057-05-13,16100.0
2057,2057-05-14,16100.0
2057,2057-05-15,16100.0
2057,2057-05-16,16100.0
2057,2057-05-17,16100.0
2057,2057-05-18,16100.0
2057,2057-05-19,16100.0
2057,2057-05-20,16100.0
2057,2057-05-21,16100.0
2057,2057-05-22,16100.0
2057,2057-05-23,16100.0
2057,2057-05-24,16100.0
2057,2057-05-25,16100.0
2057,2057-05-26,16100.0
2057,2057-05-27,16100.0
2057,2057-05-28,16100.0
2057,2057-05-29,16100.0
2057,2057-05-30,16100.0
2057,2057-05-31,16100.0
2057,2057-06-01,16100.0
2057,2057-06-02,16100.0
2057,2057-06-03,16100.0
2057,2057-06-04,16100.0
2057,2057-06-05,16100.0
2057,2057-06-06,16100.0
2057,2057-06-07,16100.0
2057,2057-06-08,16100.0
2057,2057-06-09,16100.0
2057,2057-06-10,16100.0
2057,2057-06-11,16100.0
2057,2057-06-12,16100.0
2057,2057-06-13,16100.0
2057,2057-06-14,16100.0
2057,2057-06-15,16100.0
2057,2057-06-16,16100.0
2057,2057-06-17,16100.0
2057,2057-06-18,16100.0
2057,2057-06-19,16100.0
2057,2057-06-20,16100.0
2057,2057-06-21,16100.0
2057,2057-06-22,16100.0
2057,2057-06-23,16100.0
2057,2057-06-24,16100.0
2057,2057-06-25,16100.0
2057,2057-06-26,16100.0
2057,2057-06-27,16100.0
2057,2057-06-28,16100.0
2057,2057-06-29,16100.0
2057,2057-06-30,16100.0
2057,2057-07-01,16100.0
2057,2057-07-02,16100.0
2057,2057-07-03,16100.0
2057,2057-07-04,16100.0
2057,2057-07-05,16100.0
2057,2057-07-06,16100.0
2057,2057-07-07,16100.0
2057,2057-07-08,16100.0
2057,2057-07-09,16100.0
2057,2057-07-10,16100.0
2057,2057-07-11,16100.0
2057,2057-07-12,16100.0
2057,2057-07-13,16100.0
2057,2057-07-14,16100.0
2057,2057-07-15,16100.0
2057,2057-07-16,16100.0
2057,2057-07-17,16100.0
2057,2057-07-18,16100.0
2057,2057-07-19,16100.0
2057,2057-07-20,16100.0
2057,2057-07-21,16100.0
2057,2057-07-22,16100.0
2057,2057-07-23,16100.0
2057,2057-07-24,16100.0
2057,2057-07-25,16100.0
2057,2057-07-26,16100.0
2057,2057-07-27,16100.0
2057,2057-07-28,16100.0
2057,2057-07-29,16100.0
2057,2057-07-30,16100.0
2057,2057-07-31,16100.0
2057,2057-08-01,16100.0
2057,2057-08-02,16100.0
2057,2057-08-03,16100.0
2057,2057-08-04,16100.0
2057,2057-08-05,16100.0
2057,2057-08-06,16100.0
2057,2057-08-07,16100.0
2057,2057-08-08,16100.0
2057,2057-08-09,16100.0
2057,2057-08-10,16100.0
2057,2057-08-11,16100.0
2057,2057-08-12,16100.0
2057,2057-08-13,16100.0
2057,2057-08-14,16100.0
2057,2057-08-15,16100.0
2057,2057-08-16,16100.0
2057,2057-08-17,16100.0
2057,2057-08-18,16100.0
2057,2057-08-19,16100.0
2057,2057-08-20,16100.0
2057,2057-08-21,16100.0
2057,2057-08-22,16100.0
2057,2057-08-23,16100.0
2057,2057-08-24,16100.0
2057,2057-08-25,16100.0
2057,2057-08-26,16100.0
2057,2057-08-27,16100.0
2057,2057-08-28,16100.0
2057,2057-08-29,16100.0
2057,2057-08-30,16100.0
2057,2057-08-31,16100.0
2057,2057-09-01,16100.0
2057,2057-09-02,16100.0
2057,2057-09-03,16100.0
2057,2057-09-04,16100.0
2057,2057-09-05,16100.0
2057,2057-09-06,16100.0
2057,2057-09-07,16100.0
2057,2057-09-08,16100.0
2057,2057-09-09,16100.0
2057,2057-09-10,16100.0
2057,2057-09-11,16100.0
2057,2057-09-12,16100.0
2057,2057-09-13,16100.0
2057,2057-09-14,16100.0
2057,2057-09-15,16100.0
2057,2057-09-16,16100.0
2057,2057-09-17,16100.0
2057,2057-09-18,16100.0
2057,2057-09-19,16100.0
2057,2057-09-20,16100.0
2057,2057-09-21,16100.0
2057,2057-09-22,16100.0
2057,2057-09-23,16100.0
2057,2057-09-24,16100.0
2057,2057-09-25,16100.0
2057,2057-09-26,16100.0
2057,2057-09-27,16100.0
2057,2057-09-28,16100.0
2057,2057-09-29,16100.0
2057,2057-09-30,16100.0
2057,2057-10-01,16100.0
2057,2057-10-02,16100.0
2057,2057-10-03,16100.0
2057,2057-10-04,16100.0
2057,2057-10-05,16100.0
2057,2057-10-06,16100.0
2057,2057-10-07,16100.0
2057,2057-10-08,16100.0
2057,2057-10-09,16100.0
2057,2057-10-10,16100.0
2057,2057-10-11,16100.0
2057,2057-10-12,16100.0
2057,2057-10-13,16100.0
2057,2057-10-14,16100.0
2057,2057-10-15,16100.0
2057,2057-10-16,16100.0
2057,2057-10-17,16100.0
2057,2057-10-18,16100.0
2057,2057-10-19,16100.0
2057,2057-10-20,16100.0
2057,2057-10-21,16100.0
2057,2057-10-22,16100.0
2057,2057-10-23,16100.0
2057,2057-10-24,16100.0
2057,2057-10-25,16100.0
2057,2057-10-26,16100.0
2057,2057-10-27,16100.0
2057,2057-10-28,16100.0
2057,2057-10-29,16100.0
2057,2057-10-30,16100.0
2057,2057-10-31,16100.0
2057,2057-11-01,16100.0
2057,2057-11-02,16100.0
2057,2057-11-03,16100.0
2057,2057-11-04,16100.0
2057,2057-11-05,16100.0
2057,2057-11-06,16100.0
2057,2057-11-07,16100.0
2057,2057-11-08,16100.0
2057,2057-11-09,16100.0
2057,2057-11-10,16100.0
2057,2057-11-11,16100.0
2057,2057-11-12,16100.0
2057,2057-11-13,16100.0
2057,2057-11-14,16100.0
2057,2057-11-15,16100.0
2057,2057-11-16,16100.0
2057,2057-11-17,16100.0
2057,2057-11-18,16100.0
2057,2057-11-19,16100.0
2057,2057-11-20,16100.0
2057,2057-11-21,16100.0
2057,2057-11-22,16100.0
2057,2057-11-23,16100.0
2057,2057-11-24,16100.0
2057,2057-11-25,16100.0
2057,2057-11-26,16100.0
2057,2057-11-27,16100.0
2057,2057-11-28,16100.0
2057,2057-11-29,16100.0
2057,2057-11-30,16100.0
2057,2057-12-01,16100.0
2057,2057-12-02,16100.0
2057,2057-12-03,16100.0
2057,2057-12-04,16100.0
2057,2057-12-05,16100.0
2057,2057-12-06,16100.0
2057,2057-12-07,16100.0
2057,2057-12-08,16100.0
2057,2057-12-09,16100.0
2057,2057-12-10,16100.0
2057,2057-12-11,16100.0
2057,2057-12-12,16100.0
2057,2057-12-13,16100.0
2057,2057-12-14,16100.0
2057,2057-12-15,16100.0
2057,2057-12-16,16100.0
2057,2057-12-17,16100.0
2057,2057-12-18,16100.0
2057,2057-12-19,16100.0
2057,2057-12-20,16100.0
2057,2057-12-21,16100.0
2057,2057-12-22,16100.0
2057,2057-12-23,16100.0
2057,2057-12-24,16100.0
2057,2057-12-25,16100.0
2057,2057-12-26,16100.0
2057,2057-12-27,16100.0
2057,2057-12-28,16100.0
2057,2057-12-29,16100.0
2057,2057-12-30,16100.0
2057,2057-12-31,16100.0
2058,2058-01-01,17400.0
2058,2058-01-02,17400.0
2058,2058-01-03,17400.0
2058,2058-01-04,17400.0
2058,2058-01-05,17400.0
2058,2058-01-06,17400.0
2058,2058-01-07,17400.0
2058,2058-01-08,17400.0
2058,2058-01-09,17400.0
2058,2058-01-10,17400.0
2058,2058-01-11,17400.0
2058,2058-01-12,17400.0
2058,2058-01-13,17400.0
2058,2058-01-14,17400.0
2058,2058-01-15,17400.0
2058,2058-01-16,17400.0
2058,2058-01-17,17400.0
2058,2058-01-18,17400.0
2058,2058-01-19,17400.0
2058,2058-01-20,17400.0
2058,2058-01-21,17400.0
2058,2058-01-22,17400.0
2058,2058-01-23,17400.0
2058,2058-01-24,17400.0
2058,2058-01-25,17400.0
2058,2058-01-26,17400.0
2058,2058-01-27,17400.0
2058,2058-01-28,17400.0
2058,2058-01-29,17400.0
2058,2058-01-30,17400.0
2058,2058-01-31,17400.0
2058,2058-02-01,17400.0
2058,2058-02-02,17400.0
2058,2058-02-03,17400.0
2058,2058-02-04,17400.0
2058,2058-02-05,17400.0
2058,2058-02-06,17400.0
2058,2058-02-07,17400.0
2058,2058-02-08,17400.0
2058,2058-02-09,17400.0
2058,2058-02-10,17400.0
2058,2058-02-11,17400.0
2058,2058-02-12,17400.0
2058,2058-02-13,17400.0
2058,2058-02-14,17400.0
2058,2058-02-15,17400.0
2058,2058-02-16,17400.0
2058,2058-02-17,17400.0
2058,2058-02-18,17400.0
2058,2058-02-19,17400.0
2058,2058-02-20,17400.0
2058,2058-02-21,17400.0
2058,2058-02-22,17400.0
2058,2058-02-23,17400.0
2058,2058-02-24,17400.0
2058,2058-02-25,17400.0
2058,2058-02-26,17400.0
2058,2058-02-27,17400.0
2058,2058-02-28,17400.0
2058,2058-03-01,17400.0
2058,2058-03-02,17400.0
2058,2058-03-03,17400.0
2058,2058-03-04,17400.0
2058,2058-03-05,17400.0
2058,2058-03-06,17400.0
2058,2058-03-07,17400.0
2058,2058-03-08,17400.0
2058,2058-03-09,17400.0
2058,2058-03-10,17400.0
2058,2058-03-11,17400.0
2058,2058-03-12,17400.0
2058,2058-03-13,17400.0
2058,2058-03-14,17400.0
2058,2058-03-15,17400.0
2058,2058-03-16,17400.0
2058,2058-03-17,17400.0
2058,2058-03-18,17400.0
2058,2058-03-19,17400.0
2058,2058-03-20,17400.0
2058,2058-03-21,17400.0
2058,2058-03-22,17400.0
2058,2058-03-23,17400.0
2058,2058-03-24,17400.0
2058,2058-03-25,17400.0
2058,2058-03-26,17400.0
2058,2058-03-27,17400.0
2058,2058-03-28,17400.0
2058,2058-03-29,17400.0
2058,2058-03-30,17400.0
2058,2058-03-31,17400.0
2058,2058-04-01,17400.0
2058,2058-04-02,17400.0
2058,2058-04-03,17400.0
2058,2058-04-04,17400.0
2058,2058-04-05,17400.0
2058,2058-04-06,17400.0
2058,2058-04-07,17400.0
2058,2058-04-08,17400.0
2058,2058-04-09,17400.0
2058,2058-04-10,17400.0
2058,2058-04-11,17400.0
2058,2058-04-12,17400.0
2058,2058-04-13,17400.0
2058,2058-04-14,17400.0
2058,2058-04-15,17400.0
2058,2058-04-16,17400.0
2058,2058-04-17,17400.0
2058,2058-04-18,17400.0
2058,2058-04-19,17400.0
2058,2058-04-20,17400.0
2058,2058-04-21,17400.0
2058,2058-04-22,17400.0
2058,2058-04-23,17400.0
2058,2058-04-24,17400.0
2058,2058-04-25,17400.0
2058,2058-04-26,17400.0
2058,2058-04-27,17400.0
2058,2058-04-28,17400.0
2058,2058-04-29,17400.0
2058,2058-04-30,17400.0
2058,2058-05-01,17400.0
2058,2058-05-02,17400.0
2058,2058-05-03,17400.0
2058,2058-05-04,17400.0
2058,2058-05-05,17400.0
2058,2058-05-06,17400.0
2058,2058-05-07,17400.0
2058,2058-05-08,17400.0
2058,2058-05-09,17400.0
2058,2058-05-10,17400.0
2058,2058-05-11,17400.0
2058,2058-05-12,17400.0
2058,2058-05-13,17400.0
2058,2058-05-14,17400.0
2058,2058-05-15,17400.0
2058,2058-05-16,17400.0
2058,2058-05-17,17400.0
2058,2058-05-18,17400.0
2058,2058-05-19,17400.0
2058,2058-05-20,17400.0
2058,2058-05-21,17400.0
2058,2058-05-22,17400.0
2058,2058-05-23,17400.0
2058,2058-05-24,17400.0
2058,2058-05-25,17400.0
2058,2058-05-26,17400.0
2058,2058-05-27,17400.0
2058,2058-05-28,17400.0
2058,2058-05-29,17400.0
2058,2058-05-30,17400.0
2058,2058-05-31,17400.0
2058,2058-06-01,17400.0
2058,2058-06-02,17400.0
2058,2058-06-03,17400.0
2058,2058-06-04,17400.0
2058,2058-06-05,17400.0
2058,2058-06-06,17400.0
2058,2058-06-07,17400.0
2058,2058-06-08,17400.0
2058,2058-06-09,17400.0
2058,2058-06-10,17400.0
2058,2058-06-11,17400.0
2058,2058-06-12,17400.0
2058,2058-06-13,17400.0
2058,2058-06-14,17400.0
2058,2058-06-15,17400.0
2058,2058-06-16,17400.0
2058,2058-06-17,17400.0
2058,2058-06-18,17400.0
2058,2058-06-19,17400.0
2058,2058-06-20,17400.0
2058,2058-06-21,17400.0
2058,2058-06-22,17400.0
2058,2058-06-23,17400.0
2058,2058-06-24,17400.0
2058,2058-06-25,17400.0
2058,2058-06-26,17400.0
2058,2058-06-27,17400.0
2058,2058-06-28,17400.0
2058,2058-06-29,17400.0
2058,2058-06-30,17400.0
2058,2058-07-01,17400.0
2058,2058-07-02,17400.0
2058,2058-07-03,17400.0
2058,2058-07-04,17400.0
2058,2058-07-05,17400.0
2058,2058-07-06,17400.0
2058,2058-07-07,17400.0
2058,2058-07-08,17400.0
2058,2058-07-09,17400.0
2058,2058-07-10,17400.0
2058,2058-07-11,17400.0
2058,2058-07-12,17400.0
2058,2058-07-13,17400.0
2058,2058-07-14,17400.0
2058,2058-07-15,17400.0
2058,2058-07-16,17400.0
2058,2058-07-17,17400.0
2058,2058-07-18,17400.0
2058,2058-07-19,17400.0
2058,2058-07-20,17400.0
2058,2058-07-21,17400.0
2058,2058-07-22,17400.0
2058,2058-07-23,17400.0
2058,2058-07-24,17400.0
2058,2058-07-25,17400.0
2058,2058-07-26,17400.0
2058,2058-07-27,17400.0
2058,2058-07-28,17400.0
2058,2058-07-29,17400.0
2058,2058-07-30,17400.0
2058,2058-07-31,17400.0
2058,2058-08-01,17400.0
2058,2058-08-02,17400.0
2058,2058-08-03,17400.0
2058,2058-08-04,17400.0
2058,2058-08-05,17400.0
2058,2058-08-06,17400.0
2058,2058-08-07,17400.0
2058,2058-08-08,17400.0
2058,2058-08-09,17400.0
2058,2058-08-10,17400.0
2058,2058-08-11,17400.0
2058,2058-08-12,17400.0
2058,2058-08-13,17400.0
2058,2058-08-14,17400.0
2058,2058-08-15,17400.0
2058,2058-08-16,17400.0
2058,2058-08-17,17400.0
2058,2058-08-18,17400.0
2058,2058-08-19,17400.0
2058,2058-08-20,17400.0
2058,2058-08-21,17400.0
2058,2058-08-22,17400.0
2058,2058-08-23,17400.0
2058,2058-08-24,17400.0
2058,2058-08-25,17400.0
2058,2058-08-26,17400.0
2058,2058-08-27,17400.0
2058,2058-08-28,17400.0
2058,2058-08-29,17400.0
2058,2058-08-30,17400.0
2058,2058-08-31,17400.0
2058,2058-09-01,17400.0
2058,2058-09-02,17400.0
2058,2058-09-03,17400.0
2058,2058-09-04,17400.0
2058,2058-09-05,17400.0
2058,2058-09-06,17400.0
2058,2058-09-07,17400.0
2058,2058-09-08,17400.0
2058,2058-09-09,17400.0
2058,2058-09-10,17400.0
2058,2058-09-11,17400.0
2058,2058-09-12,17400.0
2058,2058-09-13,17400.0
2058,2058-09-14,17400.0
2058,2058-09-15,17400.0
2058,2058-09-16,17400.0
2058,2058-09-17,17400.0
2058,2058-09-18,17400.0
2058,2058-09-19,17400.0
2058,2058-09-20,17400.0
2058,2058-09-21,17400.0
2058,2058-09-22,17400.0
2058,2058-09-23,17400.0
2058,2058-09-24,17400.0
2058,2058-09-25,17400.0
2058,2058-09-26,17400.0
2058,2058-09-27,17400.0
2058,2058-09-28,17400.0
2058,2058-09-29,17400.0
2058,2058-09-30,17400.0
2058,2058-10-01,17400.0
2058,2058-10-02,17400.0
2058,2058-10-03,17400.0
2058,2058-10-04,17400.0
2058,2058-10-05,17400.0
2058,2058-10-06,17400.0
2058,2058-10-07,17400.0
2058,2058-10-08,17400.0
2058,2058-10-09,17400.0
2058,2058-10-10,17400.0
2058,2058-10-11,17400.0
2058,2058-10-12,17400.0
2058,2058-10-13,17400.0
2058,2058-10-14,17400.0
2058,2058-10-15,17400.0
2058,2058-10-16,17400.0
2058,2058-10-17,17400.0
2058,2058-10-18,17400.0
2058,2058-10-19,17400.0
2058,2058-10-20,17400.0
2058,2058-10-21,17400.0
2058,2058-10-22,17400.0
2058,2058-10-23,17400.0
2058,2058-10-24,17400.0
2058,2058-10-25,17400.0
2058,2058-10-26,17400.0
2058,2058-10-27,17400.0
2058,2058-10-28,17400.0
2058,2058-10-29,17400.0
2058,2058-10-30,17400.0
2058,2058-10-31,17400.0
2058,2058-11-01,17400.0
2058,2058-11-02,17400.0
2058,2058-11-03,17400.0
2058,2058-11-04,17400.0
2058,2058-11-05,17400.0
2058,2058-11-06,17400.0
2058,2058-11-07,17400.0
2058,2058-11-08,17400.0
2058,2058-11-09,17400.0
2058,2058-11-10,17400.0
2058,2058-11-11,17400.0
2058,2058-11-12,17400.0
2058,2058-11-13,17400.0
2058,2058-11-14,17400.0
2058,2058-11-15,17400.0
2058,2058-11-16,17400.0
2058,2058-11-17,17400.0
2058,2058-11-18,17400.0
2058,2058-11-19,17400.0
2058,2058-11-20,17400.0
2058,2058-11-21,17400.0
2058,2058-11-22,17400.0
2058,2058-11-23,17400.0
2058,2058-11-24,17400.0
2058,2058-11-25,17400.0
2058,2058-11-26,17400.0
2058,2058-11-27,17400.0
2058,2058-11-28,17400.0
2058,2058-11-29,17400.0
2058,2058-11-30,17400.0
2058,2058-12-01,17400.0
2058,2058-12-02,17400.0
2058,2058-12-03,17400.0
2058,2058-12-04,17400.0
2058,2058-12-05,17400.0
2058,2058-12-06,17400.0
2058,2058-12-07,17400.0
2058,2058-12-08,17400.0
2058,2058-12-09,17400.0
2058,2058-12-10,17400.0
2058,2058-12-11,17400.0
2058,2058-12-12,17400.0
2058,2058-12-13,17400.0
2058,2058-12-14,17400.0
2058,2058-12-15,17400.0
2058,2058-12-16,17400.0
2058,2058-12-17,17400.0
2058,2058-12-18,17400.0
2058,2058-12-19,17400.0
2058,2058-12-20,17400.0
2058,2058-12-21,17400.0
2058,2058-12-22,17400.0
2058,2058-12-23,17400.0
2058,2058-12-24,17400.0
2058,2058-12-25,17400.0
2058,2058-12-26,17400.0
2058,2058-12-27,17400.0
2058,2058-12-28,17400.0
2058,2058-12-29,17400.0
2058,2058-12-30,17400.0
2058,2058-12-31,17400.0
2059,2059-01-01,18700.0
2059,2059-01-02,18700.0
2059,2059-01-03,18700.0
2059,2059-01-04,18700.0
2059,2059-01-05,18700.0
2059,2059-01-06,18700.0
2059,2059-01-07,18700.0
2059,2059-01-08,18700.0
2059,2059-01-09,18700.0
2059,2059-01-10,18700.0
2059,2059-01-11,18700.0
2059,2059-01-12,18700.0
2059,2059-01-13,18700.0
2059,2059-01-14,18700.0
2059,2059-01-15,18700.0
2059,2059-01-16,18700.0
2059,2059-01-17,18700.0
2059,2059-01-18,18700.0
2059,2059-01-19,18700.0
2059,2059-01-20,18700.0
2059,2059-01-21,18700.0
2059,2059-01-22,18700.0
2059,2059-01-23,18700.0
2059,2059-01-24,18700.0
2059,2059-01-25,18700.0
2059,2059-01-26,18700.0
2059,2059-01-27,18700.0
2059,2059-01-28,18700.0
2059,2059-01-29,18700.0
2059,2059-01-30,18700.0
2059,2059-01-31,18700.0
2059,2059-02-01,18700.0
2059,2059-02-02,18700.0
2059,2059-02-03,18700.0
2059,2059-02-04,18700.0
2059,2059-02-05,18700.0
2059,2059-02-06,18700.0
2059,2059-02-07,18700.0
2059,2059-02-08,18700.0
2059,2059-02-09,18700.0
2059,2059-02-10,18700.0
2059,2059-02-11,18700.0
2059,2059-02-12,18700.0
2059,2059-02-13,18700.0
2059,2059-02-14,18700.0
2059,2059-02-15,18700.0
2059,2059-02-16,18700.0
2059,2059-02-17,18700.0
2059,2059-02-18,18700.0
2059,2059-02-19,18700.0
2059,2059-02-20,18700.0
2059,2059-02-21,18700.0
2059,2059-02-22,18700.0
2059,2059-02-23,18700.0
2059,2059-02-24,18700.0
2059,2059-02-25,18700.0
2059,2059-02-26,18700.0
2059,2059-02-27,18700.0
2059,2059-02-28,18700.0
2059,2059-03-01,18700.0
2059,2059-03-02,18700.0
2059,2059-03-03,18700.0
2059,2059-03-04,18700.0
2059,2059-03-05,18700.0
2059,2059-03-06,18700.0
2059,2059-03-07,18700.0
2059,2059-03-08,18700.0
2059,2059-03-09,18700.0
2059,2059-03-10,18700.0
2059,2059-03-11,18700.0
2059,2059-03-12,18700.0
2059,2059-03-13,18700.0
2059,2059-03-14,18700.0
2059,2059-03-15,18700.0
2059,2059-03-16,18700.0
2059,2059-03-17,18700.0
2059,2059-03-18,18700.0
2059,2059-03-19,18700.0
2059,2059-03-20,18700.0
2059,2059-03-21,18700.0
2059,2059-03-22,18700.0
2059,2059-03-23,18700.0
2059,2059-03-24,18700.0
2059,2059-03-25,18700.0
2059,2059-03-26,18700.0
2059,2059-03-27,18700.0
2059,2059-03-28,18700.0
2059,2059-03-29,18700.0
2059,2059-03-30,18700.0
2059,2059-03-31,18700.0
2059,2059-04-01,18700.0
2059,2059-04-02,18700.0
2059,2059-04-03,18700.0
2059,2059-04-04,18700.0
2059,2059-04-05,18700.0
2059,2059-04-06,18700.0
2059,2059-04-07,18700.0
2059,2059-04-08,18700.0
2059,2059-04-09,18700.0
2059,2059-04-10,18700.0
2059,2059-04-11,18700.0
2059,2059-04-12,18700.0
2059,2059-04-13,18700.0
2059,2059-04-14,18700.0
2059,2059-04-15,18700.0
2059,2059-04-16,18700.0
2059,2059-04-17,18700.0
2059,2059-04-18,18700.0
2059,2059-04-19,18700.0
2059,2059-04-20,18700.0
2059,2059-04-21,18700.0
2059,2059-04-22,18700.0
2059,2059-04-23,18700.0
2059,2059-04-24,18700.0
2059,2059-04-25,18700.0
2059,2059-04-26,18700.0
2059,2059-04-27,18700.0
2059,2059-04-28,18700.0
2059,2059-04-29,18700.0
2059,2059-04-30,18700.0
