Date,Demand (kW)
26/05/59,18700
27/05/59,18700
28/05/59,18700
29/05/59,18700
30/05/59,18700
31/05/59,18700
01/06/59,18700
02/06/59,18700
03/06/59,18700
04/06/59,18700
05/06/59,18700
06/06/59,18700
07/06/59,18700
08/06/59,18700
09/06/59,18700
10/06/59,18700
11/06/59,18700
12/06/59,18700
13/06/59,18700
14/06/59,18700
15/06/59,18700
16/06/59,18700
17/06/59,18700
18/06/59,18700
19/06/59,18700
20/06/59,18700
21/06/59,18700
22/06/59,18700
23/06/59,18700
24/06/59,18700
25/06/59,18700
26/06/59,18700
27/06/59,18700
28/06/59,18700
29/06/59,18700
30/06/59,18700
01/07/59,18700
02/07/59,18700
03/07/59,18700
04/07/59,18700
05/07/59,18700
06/07/59,18700
07/07/59,18700
08/07/59,18700
09/07/59,18700
10/07/59,18700
11/07/59,18700
12/07/59,18700
13/07/59,18700
14/07/59,18700
15/07/59,18700
16/07/59,18700
17/07/59,18700
18/07/59,18700
19/07/59,18700
20/07/59,18700
21/07/59,18700
22/07/59,18700
23/07/59,18700
24/07/59,18700
25/07/59,18700
26/07/59,18700
27/07/59,18700
28/07/59,18700
29/07/59,18700
30/07/59,18700
31/07/59,18700
01/08/59,18700
02/08/59,18700
03/08/59,18700
04/08/59,18700
05/08/59,18700
06/08/59,18700
07/08/59,18700
08/08/59,18700
09/08/59,18700
10/08/59,18700
11/08/59,18700
12/08/59,18700
13/08/59,18700
14/08/59,18700
15/08/59,18700
16/08/59,18700
17/08/59,18700
18/08/59,18700
19/08/59,18700
20/08/59,18700
21/08/59,18700
22/08/59,18700
23/08/59,18700
24/08/59,18700
25/08/59,18700
26/08/59,18700
27/08/59,18700
28/08/59,18700
29/08/59,18700
30/08/59,18700
31/08/59,18700
01/09/59,18700
02/09/59,18700
03/09/59,18700
04/09/59,18700
05/09/59,18700
06/09/59,18700
07/09/59,18700
08/09/59,18700
09/09/59,18700
10/09/59,18700
11/09/59,18700
12/09/59,18700
13/09/59,18700
14/09/59,18700
15/09/59,18700
16/09/59,18700
17/09/59,18700
18/09/59,18700
19/09/59,18700
20/09/59,18700
21/09/59,18700
22/09/59,18700
23/09/59,18700
24/09/59,18700
25/09/59,18700
26/09/59,18700
27/09/59,18700
28/09/59,18700
29/09/59,18700
30/09/59,18700
01/10/59,18700
02/10/59,18700
03/10/59,18700
04/10/59,18700
05/10/59,18700
06/10/59,18700
07/10/59,18700
08/10/59,18700
09/10/59,18700
10/10/59,18700
11/10/59,18700
12/10/59,18700
13/10/59,18700
14/10/59,18700
15/10/59,18700
16/10/59,18700
17/10/59,18700
18/10/59,18700
19/10/59,18700
20/10/59,18700
21/10/59,18700
22/10/59,18700
23/10/59,18700
24/10/59,18700
25/10/59,18700
26/10/59,18700
27/10/59,18700
28/10/59,18700
29/10/59,18700
30/10/59,18700
31/10/59,18700
01/11/59,18700
02/11/59,18700
03/11/59,18700
04/11/59,18700
05/11/59,18700
06/11/59,18700
07/11/59,18700
08/11/59,18700
09/11/59,18700
10/11/59,18700
11/11/59,18700
12/11/59,18700
13/11/59,18700
14/11/59,18700
15/11/59,18700
16/11/59,18700
17/11/59,18700
18/11/59,18700
19/11/59,18700
20/11/59,18700
21/11/59,18700
22/11/59,18700
23/11/59,18700
24/11/59,18700
25/11/59,18700
26/11/59,18700
27/11/59,18700
28/11/59,18700
29/11/59,18700
30/11/59,18700
01/12/59,18700
02/12/59,18700
03/12/59,18700
04/12/59,18700
05/12/59,18700
06/12/59,18700
07/12/59,18700
08/12/59,18700
09/12/59,18700
10/12/59,18700
11/12/59,18700
12/12/59,18700
13/12/59,18700
14/12/59,18700
15/12/59,18700
16/12/59,18700
17/12/59,18700
18/12/59,18700
19/12/59,18700
20/12/59,18700
21/12/59,18700
22/12/59,18700
23/12/59,18700
24/12/59,18700
25/12/59,18700
26/12/59,18700
27/12/59,18700
28/12/59,18700
29/12/59,18700
30/12/59,18700
31/12/59,18700
01/01/60,18900
02/01/60,18900
03/01/60,18900
04/01/60,18900
05/01/60,18900
06/01/60,18900
07/01/60,18900
08/01/60,18900
09/01/60,18900
10/01/60,18900
11/01/60,18900
12/01/60,18900
13/01/60,18900
14/01/60,18900
15/01/60,18900
16/01/60,18900
17/01/60,18900
18/01/60,18900
19/01/60,18900
20/01/60,18900
21/01/60,18900
22/01/60,18900
23/01/60,18900
24/01/60,18900
25/01/60,18900
26/01/60,18900
27/01/60,18900
28/01/60,18900
29/01/60,18900
30/01/60,18900
31/01/60,18900
01/02/60,18900
02/02/60,18900
03/02/60,18900
04/02/60,18900
05/02/60,18900
06/02/60,18900
07/02/60,18900
08/02/60,18900
09/02/60,18900
10/02/60,18900
11/02/60,18900
12/02/60,18900
13/02/60,18900
14/02/60,18900
15/02/60,18900
16/02/60,18900
17/02/60,18900
18/02/60,18900
19/02/60,18900
20/02/60,18900
21/02/60,18900
22/02/60,18900
23/02/60,18900
24/02/60,18900
25/02/60,18900
26/02/60,18900
27/02/60,18900
28/02/60,18900
29/02/60,18900
01/03/60,18900
02/03/60,18900
03/03/60,18900
04/03/60,18900
05/03/60,18900
06/03/60,18900
07/03/60,18900
08/03/60,18900
09/03/60,18900
10/03/60,18900
11/03/60,18900
12/03/60,18900
13/03/60,18900
14/03/60,18900
15/03/60,18900
16/03/60,18900
17/03/60,18900
18/03/60,18900
19/03/60,18900
20/03/60,18900
21/03/60,18900
22/03/60,18900
23/03/60,18900
24/03/60,18900
25/03/60,18900
26/03/60,18900
27/03/60,18900
28/03/60,18900
29/03/60,18900
30/03/60,18900
31/03/60,18900
01/04/60,18900
02/04/60,18900
03/04/60,18900
04/04/60,18900
05/04/60,18900
06/04/60,18900
07/04/60,18900
08/04/60,18900
09/04/60,18900
10/04/60,18900
11/04/60,18900
12/04/60,18900
13/04/60,18900
14/04/60,18900
15/04/60,18900
16/04/60,18900
17/04/60,18900
18/04/60,18900
19/04/60,18900
20/04/60,18900
21/04/60,18900
22/04/60,18900
23/04/60,18900
24/04/60,18900
25/04/60,18900
26/04/60,18900
27/04/60,18900
28/04/60,18900
29/04/60,18900
30/04/60,18900
01/05/60,18900
02/05/60,18900
03/05/60,18900
04/05/60,18900
05/05/60,18900
06/05/60,18900
07/05/60,18900
08/05/60,18900
09/05/60,18900
10/05/60,18900
11/05/60,18900
12/05/60,18900
13/05/60,18900
14/05/60,18900
15/05/60,18900
16/05/60,18900
17/05/60,18900
18/05/60,18900
19/05/60,18900
20/05/60,18900
21/05/60,18900
22/05/60,18900
23/05/60,18900
24/05/60,18900
25/05/60,18900
26/05/60,18900
27/05/60,18900
28/05/60,18900
29/05/60,18900
30/05/60,18900
31/05/60,18900
01/06/60,18900
02/06/60,18900
03/06/60,18900
04/06/60,18900
05/06/60,18900
06/06/60,18900
07/06/60,18900
08/06/60,18900
09/06/60,18900
10/06/60,18900
11/06/60,18900
12/06/60,18900
13/06/60,18900
14/06/60,18900
15/06/60,18900
16/06/60,18900
17/06/60,18900
18/06/60,18900
19/06/60,18900
20/06/60,18900
21/06/60,18900
22/06/60,18900
23/06/60,18900
24/06/60,18900
25/06/60,18900
26/06/60,18900
27/06/60,18900
28/06/60,18900
29/06/60,18900
30/06/60,18900
01/07/60,18900
02/07/60,18900
03/07/60,18900
04/07/60,18900
05/07/60,18900
06/07/60,18900
07/07/60,18900
08/07/60,18900
09/07/60,18900
10/07/60,18900
11/07/60,18900
12/07/60,18900
13/07/60,18900
14/07/60,18900
15/07/60,18900
16/07/60,18900
17/07/60,18900
18/07/60,18900
19/07/60,18900
20/07/60,18900
21/07/60,18900
22/07/60,18900
23/07/60,18900
24/07/60,18900
25/07/60,18900
26/07/60,18900
27/07/60,18900
28/07/60,18900
29/07/60,18900
30/07/60,18900
31/07/60,18900
01/08/60,18900
02/08/60,18900
03/08/60,18900
04/08/60,18900
05/08/60,18900
06/08/60,18900
07/08/60,18900
08/08/60,18900
09/08/60,18900
10/08/60,18900
11/08/60,18900
12/08/60,18900
13/08/60,18900
14/08/60,18900
15/08/60,18900
16/08/60,18900
17/08/60,18900
18/08/60,18900
19/08/60,18900
20/08/60,18900
21/08/60,18900
22/08/60,18900
23/08/60,18900
24/08/60,18900
25/08/60,18900
26/08/60,18900
27/08/60,18900
28/08/60,18900
29/08/60,18900
30/08/60,18900
31/08/60,18900
01/09/60,18900
02/09/60,18900
03/09/60,18900
04/09/60,18900
05/09/60,18900
06/09/60,18900
07/09/60,18900
08/09/60,18900
09/09/60,18900
10/09/60,18900
11/09/60,18900
12/09/60,18900
13/09/60,18900
14/09/60,18900
15/09/60,18900
16/09/60,18900
17/09/60,18900
18/09/60,18900
19/09/60,18900
20/09/60,18900
21/09/60,18900
22/09/60,18900
23/09/60,18900
24/09/60,18900
25/09/60,18900
26/09/60,18900
27/09/60,18900
28/09/60,18900
29/09/60,18900
30/09/60,18900
01/10/60,18900
02/10/60,18900
03/10/60,18900
04/10/60,18900
05/10/60,18900
06/10/60,18900
07/10/60,18900
08/10/60,18900
09/10/60,18900
10/10/60,18900
11/10/60,18900
12/10/60,18900
13/10/60,18900
14/10/60,18900
15/10/60,18900
16/10/60,18900
17/10/60,18900
18/10/60,18900
19/10/60,18900
20/10/60,18900
21/10/60,18900
22/10/60,18900
23/10/60,18900
24/10/60,18900
25/10/60,18900
26/10/60,18900
27/10/60,18900
28/10/60,18900
29/10/60,18900
30/10/60,18900
31/10/60,18900
01/11/60,18900
02/11/60,18900
03/11/60,18900
04/11/60,18900
05/11/60,18900
06/11/60,18900
07/11/60,18900
08/11/60,18900
09/11/60,18900
10/11/60,18900
11/11/60,18900
12/11/60,18900
13/11/60,18900
14/11/60,18900
15/11/60,18900
16/11/60,18900
17/11/60,18900
18/11/60,18900
19/11/60,18900
20/11/60,18900
21/11/60,18900
22/11/60,18900
23/11/60,18900
24/11/60,18900
25/11/60,18900
26/11/60,18900
27/11/60,18900
28/11/60,18900
29/11/60,18900
30/11/60,18900
01/12/60,18900
02/12/60,18900
03/12/60,18900
04/12/60,18900
05/12/60,18900
06/12/60,18900
07/12/60,18900
08/12/60,18900
09/12/60,18900
10/12/60,18900
11/12/60,18900
12/12/60,18900
13/12/60,18900
14/12/60,18900
15/12/60,18900
16/12/60,18900
17/12/60,18900
18/12/60,18900
19/12/60,18900
20/12/60,18900
21/12/60,18900
22/12/60,18900
23/12/60,18900
24/12/60,18900
25/12/60,18900
26/12/60,18900
27/12/60,18900
28/12/60,18900
29/12/60,18900
30/12/60,18900
31/12/60,18900
01/01/61,18930
02/01/61,18930
03/01/61,18930
04/01/61,18930
05/01/61,18930
06/01/61,18930
07/01/61,18930
08/01/61,18930
09/01/61,18930
10/01/61,18930
11/01/61,18930
12/01/61,18930
13/01/61,18930
14/01/61,18930
15/01/61,18930
16/01/61,18930
17/01/61,18930
18/01/61,18930
19/01/61,18930
20/01/61,18930
21/01/61,18930
22/01/61,18930
23/01/61,18930
24/01/61,18930
25/01/61,18930
26/01/61,18930
27/01/61,18930
28/01/61,18930
29/01/61,18930
30/01/61,18930
31/01/61,18930
01/02/61,18930
02/02/61,18930
03/02/61,18930
04/02/61,18930
05/02/61,18930
06/02/61,18930
07/02/61,18930
08/02/61,18930
09/02/61,18930
10/02/61,18930
11/02/61,18930
12/02/61,18930
13/02/61,18930
14/02/61,18930
15/02/61,18930
16/02/61,18930
17/02/61,18930
18/02/61,18930
19/02/61,18930
20/02/61,18930
21/02/61,18930
22/02/61,18930
23/02/61,18930
24/02/61,18930
25/02/61,18930
26/02/61,18930
27/02/61,18930
28/02/61,18930
01/03/61,18930
02/03/61,18930
03/03/61,18930
04/03/61,18930
05/03/61,18930
06/03/61,18930
07/03/61,18930
08/03/61,18930
09/03/61,18930
10/03/61,18930
11/03/61,18930
12/03/61,18930
13/03/61,18930
14/03/61,18930
15/03/61,18930
16/03/61,18930
17/03/61,18930
18/03/61,18930
19/03/61,18930
20/03/61,18930
21/03/61,18930
22/03/61,18930
23/03/61,18930
24/03/61,18930
25/03/61,18930
26/03/61,18930
27/03/61,18930
28/03/61,18930
29/03/61,18930
30/03/61,18930
31/03/61,18930
01/04/61,18930
02/04/61,18930
03/04/61,18930
04/04/61,18930
05/04/61,18930
06/04/61,18930
07/04/61,18930
08/04/61,18930
09/04/61,18930
10/04/61,18930
11/04/61,18930
12/04/61,18930
13/04/61,18930
14/04/61,18930
15/04/61,18930
16/04/61,18930
17/04/61,18930
18/04/61,18930
19/04/61,18930
20/04/61,18930
21/04/61,18930
22/04/61,18930
23/04/61,18930
24/04/61,18930
25/04/61,18930
26/04/61,18930
27/04/61,18930
28/04/61,18930
29/04/61,18930
30/04/61,18930
01/05/61,18930
02/05/61,18930
03/05/61,18930
04/05/61,18930
05/05/61,18930
06/05/61,18930
07/05/61,18930
08/05/61,18930
09/05/61,18930
10/05/61,18930
11/05/61,18930
12/05/61,18930
13/05/61,18930
14/05/61,18930
15/05/61,18930
16/05/61,18930
17/05/61,18930
18/05/61,18930
19/05/61,18930
20/05/61,18930
21/05/61,18930
22/05/61,18930
23/05/61,18930
24/05/61,18930
25/05/61,18930
26/05/61,18930
27/05/61,18930
28/05/61,18930
29/05/61,18930
30/05/61,18930
31/05/61,18930
01/06/61,18930
02/06/61,18930
03/06/61,18930
04/06/61,18930
05/06/61,18930
06/06/61,18930
07/06/61,18930
08/06/61,18930
09/06/61,18930
10/06/61,18930
11/06/61,18930
12/06/61,18930
13/06/61,18930
14/06/61,18930
15/06/61,18930
16/06/61,18930
17/06/61,18930
18/06/61,18930
19/06/61,18930
20/06/61,18930
21/06/61,18930
22/06/61,18930
23/06/61,18930
24/06/61,18930
25/06/61,18930
26/06/61,18930
27/06/61,18930
28/06/61,18930
29/06/61,18930
30/06/61,18930
01/07/61,18930
02/07/61,18930
03/07/61,18930
04/07/61,18930
05/07/61,18930
06/07/61,18930
07/07/61,18930
08/07/61,18930
09/07/61,18930
10/07/61,18930
11/07/61,18930
12/07/61,18930
13/07/61,18930
14/07/61,18930
15/07/61,18930
16/07/61,18930
17/07/61,18930
18/07/61,18930
19/07/61,18930
20/07/61,18930
21/07/61,18930
22/07/61,18930
23/07/61,18930
24/07/61,18930
25/07/61,18930
26/07/61,18930
27/07/61,18930
28/07/61,18930
29/07/61,18930
30/07/61,18930
31/07/61,18930
01/08/61,18930
02/08/61,18930
03/08/61,18930
04/08/61,18930
05/08/61,18930
06/08/61,18930
07/08/61,18930
08/08/61,18930
09/08/61,18930
10/08/61,18930
11/08/61,18930
12/08/61,18930
13/08/61,18930
14/08/61,18930
15/08/61,18930
16/08/61,18930
17/08/61,18930
18/08/61,18930
19/08/61,18930
20/08/61,18930
21/08/61,18930
22/08/61,18930
23/08/61,18930
24/08/61,18930
25/08/61,18930
26/08/61,18930
27/08/61,18930
28/08/61,18930
29/08/61,18930
30/08/61,18930
31/08/61,18930
01/09/61,18930
02/09/61,18930
03/09/61,18930
04/09/61,18930
05/09/61,18930
06/09/61,18930
07/09/61,18930
08/09/61,18930
09/09/61,18930
10/09/61,18930
11/09/61,18930
12/09/61,18930
13/09/61,18930
14/09/61,18930
15/09/61,18930
16/09/61,18930
17/09/61,18930
18/09/61,18930
19/09/61,18930
20/09/61,18930
21/09/61,18930
22/09/61,18930
23/09/61,18930
24/09/61,18930
25/09/61,18930
26/09/61,18930
27/09/61,18930
28/09/61,18930
29/09/61,18930
30/09/61,18930
01/10/61,18930
02/10/61,18930
03/10/61,18930
04/10/61,18930
05/10/61,18930
06/10/61,18930
07/10/61,18930
08/10/61,18930
09/10/61,18930
10/10/61,18930
11/10/61,18930
12/10/61,18930
13/10/61,18930
14/10/61,18930
15/10/61,18930
16/10/61,18930
17/10/61,18930
18/10/61,18930
19/10/61,18930
20/10/61,18930
21/10/61,18930
22/10/61,18930
23/10/61,18930
24/10/61,18930
25/10/61,18930
26/10/61,18930
27/10/61,18930
28/10/61,18930
29/10/61,18930
30/10/61,18930
31/10/61,18930
01/11/61,18930
02/11/61,18930
03/11/61,18930
04/11/61,18930
05/11/61,18930
06/11/61,18930
07/11/61,18930
08/11/61,18930
09/11/61,18930
10/11/61,18930
11/11/61,18930
12/11/61,18930
13/11/61,18930
14/11/61,18930
15/11/61,18930
16/11/61,18930
17/11/61,18930
18/11/61,18930
19/11/61,18930
20/11/61,18930
21/11/61,18930
22/11/61,18930
23/11/61,18930
24/11/61,18930
25/11/61,18930
26/11/61,18930
27/11/61,18930
28/11/61,18930
29/11/61,18930
30/11/61,18930
01/12/61,18930
02/12/61,18930
03/12/61,18930
04/12/61,18930
05/12/61,18930
06/12/61,18930
07/12/61,18930
08/12/61,18930
09/12/61,18930
10/12/61,18930
11/12/61,18930
12/12/61,18930
13/12/61,18930
14/12/61,18930
15/12/61,18930
16/12/61,18930
17/12/61,18930
18/12/61,18930
19/12/61,18930
20/12/61,18930
21/12/61,18930
22/12/61,18930
23/12/61,18930
24/12/61,18930
25/12/61,18930
26/12/61,18930
27/12/61,18930
28/12/61,18930
29/12/61,18930
30/12/61,18930
31/12/61,18930
01/01/62,18964.5
02/01/62,18964.5
03/01/62,18964.5
04/01/62,18964.5
05/01/62,18964.5
06/01/62,18964.5
07/01/62,18964.5
08/01/62,18964.5
09/01/62,18964.5
10/01/62,18964.5
11/01/62,18964.5
12/01/62,18964.5
13/01/62,18964.5
14/01/62,18964.5
15/01/62,18964.5
16/01/62,18964.5
17/01/62,18964.5
18/01/62,18964.5
19/01/62,18964.5
20/01/62,18964.5
21/01/62,18964.5
22/01/62,18964.5
23/01/62,18964.5
24/01/62,18964.5
25/01/62,18964.5
26/01/62,18964.5
27/01/62,18964.5
28/01/62,18964.5
29/01/62,18964.5
30/01/62,18964.5
31/01/62,18964.5
01/02/62,18964.5
02/02/62,18964.5
03/02/62,18964.5
04/02/62,18964.5
05/02/62,18964.5
06/02/62,18964.5
07/02/62,18964.5
08/02/62,18964.5
09/02/62,18964.5
10/02/62,18964.5
11/02/62,18964.5
12/02/62,18964.5
13/02/62,18964.5
14/02/62,18964.5
15/02/62,18964.5
16/02/62,18964.5
17/02/62,18964.5
18/02/62,18964.5
19/02/62,18964.5
20/02/62,18964.5
21/02/62,18964.5
22/02/62,18964.5
23/02/62,18964.5
24/02/62,18964.5
25/02/62,18964.5
26/02/62,18964.5
27/02/62,18964.5
28/02/62,18964.5
01/03/62,18964.5
02/03/62,18964.5
03/03/62,18964.5
04/03/62,18964.5
05/03/62,18964.5
06/03/62,18964.5
07/03/62,18964.5
08/03/62,18964.5
09/03/62,18964.5
10/03/62,18964.5
11/03/62,18964.5
12/03/62,18964.5
13/03/62,18964.5
14/03/62,18964.5
15/03/62,18964.5
16/03/62,18964.5
17/03/62,18964.5
18/03/62,18964.5
19/03/62,18964.5
20/03/62,18964.5
21/03/62,18964.5
22/03/62,18964.5
23/03/62,18964.5
24/03/62,18964.5
25/03/62,18964.5
26/03/62,18964.5
27/03/62,18964.5
28/03/62,18964.5
29/03/62,18964.5
30/03/62,18964.5
31/03/62,18964.5
01/04/62,18964.5
02/04/62,18964.5
03/04/62,18964.5
04/04/62,18964.5
05/04/62,18964.5
06/04/62,18964.5
07/04/62,18964.5
08/04/62,18964.5
09/04/62,18964.5
10/04/62,18964.5
11/04/62,18964.5
12/04/62,18964.5
13/04/62,18964.5
14/04/62,18964.5
15/04/62,18964.5
16/04/62,18964.5
17/04/62,18964.5
18/04/62,18964.5
19/04/62,18964.5
20/04/62,18964.5
21/04/62,18964.5
22/04/62,18964.5
23/04/62,18964.5
24/04/62,18964.5
25/04/62,18964.5
26/04/62,18964.5
27/04/62,18964.5
28/04/62,18964.5
29/04/62,18964.5
30/04/62,18964.5
01/05/62,18964.5
02/05/62,18964.5
03/05/62,18964.5
04/05/62,18964.5
05/05/62,18964.5
06/05/62,18964.5
07/05/62,18964.5
08/05/62,18964.5
09/05/62,18964.5
10/05/62,18964.5
11/05/62,18964.5
12/05/62,18964.5
13/05/62,18964.5
14/05/62,18964.5
15/05/62,18964.5
16/05/62,18964.5
17/05/62,18964.5
18/05/62,18964.5
19/05/62,18964.5
20/05/62,18964.5
21/05/62,18964.5
22/05/62,18964.5
23/05/62,18964.5
24/05/62,18964.5
25/05/62,18964.5
26/05/62,18964.5
27/05/62,18964.5
28/05/62,18964.5
29/05/62,18964.5
30/05/62,18964.5
31/05/62,18964.5
01/06/62,18964.5
02/06/62,18964.5
03/06/62,18964.5
04/06/62,18964.5
05/06/62,18964.5
06/06/62,18964.5
07/06/62,18964.5
08/06/62,18964.5
09/06/62,18964.5
10/06/62,18964.5
11/06/62,18964.5
12/06/62,18964.5
13/06/62,18964.5
14/06/62,18964.5
15/06/62,18964.5
16/06/62,18964.5
17/06/62,18964.5
18/06/62,18964.5
19/06/62,18964.5
20/06/62,18964.5
21/06/62,18964.5
22/06/62,18964.5
23/06/62,18964.5
24/06/62,18964.5
25/06/62,18964.5
26/06/62,18964.5
27/06/62,18964.5
28/06/62,18964.5
29/06/62,18964.5
30/06/62,18964.5
01/07/62,18964.5
02/07/62,18964.5
03/07/62,18964.5
04/07/62,18964.5
05/07/62,18964.5
06/07/62,18964.5
07/07/62,18964.5
08/07/62,18964.5
09/07/62,18964.5
10/07/62,18964.5
11/07/62,18964.5
12/07/62,18964.5
13/07/62,18964.5
14/07/62,18964.5
15/07/62,18964.5
16/07/62,18964.5
17/07/62,18964.5
18/07/62,18964.5
19/07/62,18964.5
20/07/62,18964.5
21/07/62,18964.5
22/07/62,18964.5
23/07/62,18964.5
24/07/62,18964.5
25/07/62,18964.5
26/07/62,18964.5
27/07/62,18964.5
28/07/62,18964.5
29/07/62,18964.5
30/07/62,18964.5
31/07/62,18964.5
01/08/62,18964.5
02/08/62,18964.5
03/08/62,18964.5
04/08/62,18964.5
05/08/62,18964.5
06/08/62,18964.5
07/08/62,18964.5
08/08/62,18964.5
09/08/62,18964.5
10/08/62,18964.5
11/08/62,18964.5
12/08/62,18964.5
13/08/62,18964.5
14/08/62,18964.5
15/08/62,18964.5
16/08/62,18964.5
17/08/62,18964.5
18/08/62,18964.5
19/08/62,18964.5
20/08/62,18964.5
21/08/62,18964.5
22/08/62,18964.5
23/08/62,18964.5
24/08/62,18964.5
25/08/62,18964.5
26/08/62,18964.5
27/08/62,18964.5
28/08/62,18964.5
29/08/62,18964.5
30/08/62,18964.5
31/08/62,18964.5
01/09/62,18964.5
02/09/62,18964.5
03/09/62,18964.5
04/09/62,18964.5
05/09/62,18964.5
06/09/62,18964.5
07/09/62,18964.5
08/09/62,18964.5
09/09/62,18964.5
10/09/62,18964.5
11/09/62,18964.5
12/09/62,18964.5
13/09/62,18964.5
14/09/62,18964.5
15/09/62,18964.5
16/09/62,18964.5
17/09/62,18964.5
18/09/62,18964.5
19/09/62,18964.5
20/09/62,18964.5
21/09/62,18964.5
22/09/62,18964.5
23/09/62,18964.5
24/09/62,18964.5
25/09/62,18964.5
26/09/62,18964.5
27/09/62,18964.5
28/09/62,18964.5
29/09/62,18964.5
30/09/62,18964.5
01/10/62,18964.5
02/10/62,18964.5
03/10/62,18964.5
04/10/62,18964.5
05/10/62,18964.5
06/10/62,18964.5
07/10/62,18964.5
08/10/62,18964.5
09/10/62,18964.5
10/10/62,18964.5
11/10/62,18964.5
12/10/62,18964.5
13/10/62,18964.5
14/10/62,18964.5
15/10/62,18964.5
16/10/62,18964.5
17/10/62,18964.5
18/10/62,18964.5
19/10/62,18964.5
20/10/62,18964.5
21/10/62,18964.5
22/10/62,18964.5
23/10/62,18964.5
24/10/62,18964.5
25/10/62,18964.5
26/10/62,18964.5
27/10/62,18964.5
28/10/62,18964.5
29/10/62,18964.5
30/10/62,18964.5
31/10/62,18964.5
01/11/62,18964.5
02/11/62,18964.5
03/11/62,18964.5
04/11/62,18964.5
05/11/62,18964.5
06/11/62,18964.5
07/11/62,18964.5
08/11/62,18964.5
09/11/62,18964.5
10/11/62,18964.5
11/11/62,18964.5
12/11/62,18964.5
13/11/62,18964.5
14/11/62,18964.5
15/11/62,18964.5
16/11/62,18964.5
17/11/62,18964.5
18/11/62,18964.5
19/11/62,18964.5
20/11/62,18964.5
21/11/62,18964.5
22/11/62,18964.5
23/11/62,18964.5
24/11/62,18964.5
25/11/62,18964.5
26/11/62,18964.5
27/11/62,18964.5
28/11/62,18964.5
29/11/62,18964.5
30/11/62,18964.5
01/12/62,18964.5
02/12/62,18964.5
03/12/62,18964.5
04/12/62,18964.5
05/12/62,18964.5
06/12/62,18964.5
07/12/62,18964.5
08/12/62,18964.5
09/12/62,18964.5
10/12/62,18964.5
11/12/62,18964.5
12/12/62,18964.5
13/12/62,18964.5
14/12/62,18964.5
15/12/62,18964.5
16/12/62,18964.5
17/12/62,18964.5
18/12/62,18964.5
19/12/62,18964.5
20/12/62,18964.5
21/12/62,18964.5
22/12/62,18964.5
23/12/62,18964.5
24/12/62,18964.5
25/12/62,18964.5
26/12/62,18964.5
27/12/62,18964.5
28/12/62,18964.5
29/12/62,18964.5
30/12/62,18964.5
31/12/62,18964.5
01/01/63,19004.175
02/01/63,19004.175
03/01/63,19004.175
04/01/63,19004.175
05/01/63,19004.175
06/01/63,19004.175
07/01/63,19004.175
08/01/63,19004.175
09/01/63,19004.175
10/01/63,19004.175
11/01/63,19004.175
12/01/63,19004.175
13/01/63,19004.175
14/01/63,19004.175
15/01/63,19004.175
16/01/63,19004.175
17/01/63,19004.175
18/01/63,19004.175
19/01/63,19004.175
20/01/63,19004.175
21/01/63,19004.175
22/01/63,19004.175
23/01/63,19004.175
24/01/63,19004.175
25/01/63,19004.175
26/01/63,19004.175
27/01/63,19004.175
28/01/63,19004.175
29/01/63,19004.175
30/01/63,19004.175
31/01/63,19004.175
01/02/63,19004.175
02/02/63,19004.175
03/02/63,19004.175
04/02/63,19004.175
05/02/63,19004.175
06/02/63,19004.175
07/02/63,19004.175
08/02/63,19004.175
09/02/63,19004.175
10/02/63,19004.175
11/02/63,19004.175
12/02/63,19004.175
13/02/63,19004.175
14/02/63,19004.175
15/02/63,19004.175
16/02/63,19004.175
17/02/63,19004.175
18/02/63,19004.175
19/02/63,19004.175
20/02/63,19004.175
21/02/63,19004.175
22/02/63,19004.175
23/02/63,19004.175
24/02/63,19004.175
25/02/63,19004.175
26/02/63,19004.175
27/02/63,19004.175
28/02/63,19004.175
01/03/63,19004.175
02/03/63,19004.175
03/03/63,19004.175
04/03/63,19004.175
05/03/63,19004.175
06/03/63,19004.175
07/03/63,19004.175
08/03/63,19004.175
09/03/63,19004.175
10/03/63,19004.175
11/03/63,19004.175
12/03/63,19004.175
13/03/63,19004.175
14/03/63,19004.175
15/03/63,19004.175
16/03/63,19004.175
17/03/63,19004.175
18/03/63,19004.175
19/03/63,19004.175
20/03/63,19004.175
21/03/63,19004.175
22/03/63,19004.175
23/03/63,19004.175
24/03/63,19004.175
25/03/63,19004.175
26/03/63,19004.175
27/03/63,19004.175
28/03/63,19004.175
29/03/63,19004.175
30/03/63,19004.175
31/03/63,19004.175
01/04/63,19004.175
02/04/63,19004.175
03/04/63,19004.175
04/04/63,19004.175
05/04/63,19004.175
06/04/63,19004.175
07/04/63,19004.175
08/04/63,19004.175
09/04/63,19004.175
10/04/63,19004.175
11/04/63,19004.175
12/04/63,19004.175
13/04/63,19004.175
14/04/63,19004.175
15/04/63,19004.175
16/04/63,19004.175
17/04/63,19004.175
18/04/63,19004.175
19/04/63,19004.175
20/04/63,19004.175
21/04/63,19004.175
22/04/63,19004.175
23/04/63,19004.175
24/04/63,19004.175
25/04/63,19004.175
26/04/63,19004.175
27/04/63,19004.175
28/04/63,19004.175
29/04/63,19004.175
30/04/63,19004.175
01/05/63,19004.175
02/05/63,19004.175
03/05/63,19004.175
04/05/63,19004.175
05/05/63,19004.175
06/05/63,19004.175
07/05/63,19004.175
08/05/63,19004.175
