timestep,electricity_kW,heat_kW
58724,2271.43,1892.86
58725,2271.43,1892.86
58726,1892.86,1892.86
58727,1892.86,1892.86
58728,1514.29,2271.43
58729,1514.29,2271.43
58730,1514.29,2271.43
58731,1514.29,2271.43
58732,1514.29,2271.43
58733,1514.29,2271.43
58734,1892.86,1892.86
58735,1987.5,1892.86
58736,2082.14,1892.86
58737,2176.79,1892.86
58738,2271.43,1892.86
58739,1892.86,1703.57
58740,1892.86,1703.57
58741,1892.86,1703.57
58742,1892.86,1703.57
58743,1892.86,1703.57
58744,1892.86,1703.57
58745,1892.86,1703.57
58746,2271.43,1892.86
58747,2271.43,1892.86
58748,2271.43,1892.86
58749,2271.43,1892.86
58750,1892.86,1892.86
58751,1892.86,1892.86
58752,1514.29,2271.43
58753,1514.29,2271.43
58754,1514.29,2271.43
58755,1514.29,2271.43
58756,1514.29,2271.43
58757,1514.29,2271.43
58758,1892.86,1892.86
58759,1987.5,1892.86
58760,2082.14,1892.86
58761,2176.79,1892.86
58762,2271.43,1892.86
58763,1892.86,1703.57
58764,1892.86,1703.57
58765,1892.86,1703.57
58766,1892.86,1703.57
58767,1892.86,1703.57
58768,1892.86,1703.57
58769,1892.86,1703.57
58770,2271.43,1892.86
58771,2271.43,1892.86
58772,2271.43,1892.86
58773,2271.43,1892.86
58774,1892.86,1892.86
58775,1892.86,1892.86
58776,1514.29,2271.43
58777,1514.29,2271.43
58778,1514.29,2271.43
58779,1514.29,2271.43
58780,1514.29,2271.43
58781,1514.29,2271.43
58782,1892.86,1892.86
58783,1987.5,1892.86
58784,2082.14,1892.86
58785,2176.79,1892.86
58786,2271.43,1892.86
58787,1892.86,1703.57
58788,1892.86,1703.57
58789,1892.86,1703.57
58790,1892.86,1703.57
58791,1892.86,1703.57
58792,1892.86,1703.57
58793,1892.86,1703.57
58794,2271.43,1892.86
58795,2271.43,1892.86
58796,2271.43,1892.86
58797,2271.43,1892.86
58798,1892.86,1892.86
58799,1892.86,1892.86
58800,1514.29,2271.43
58801,1514.29,2271.43
58802,1514.29,2271.43
58803,1514.29,2271.43
58804,1514.29,2271.43
58805,1514.29,2271.43
58806,1892.86,1892.86
58807,1987.5,1892.86
58808,2082.14,1892.86
58809,2176.79,1892.86
58810,2271.43,1892.86
58811,1892.86,1703.57
58812,1892.86,1703.57
58813,1892.86,1703.57
58814,1892.86,1703.57
58815,1892.86,1703.57
58816,1892.86,1703.57
58817,1892.86,1703.57
58818,2271.43,1892.86
58819,2271.43,1892.86
58820,2271.43,1892.86
58821,2271.43,1892.86
58822,1892.86,1892.86
58823,1892.86,1892.86
58824,1514.29,2271.43
58825,1514.29,2271.43
58826,1514.29,2271.43
58827,1514.29,2271.43
58828,1514.29,2271.43
58829,1514.29,2271.43
58830,1892.86,1892.86
58831,1987.5,1892.86
58832,2082.14,1892.86
58833,2176.79,1892.86
58834,2271.43,1892.86
58835,1892.86,1703.57
58836,1892.86,1703.57
58837,1892.86,1703.57
58838,1892.86,1703.57
58839,1892.86,1703.57
58840,1892.86,1703.57
58841,1892.86,1703.57
58842,2271.43,1892.86
58843,2271.43,1892.86
58844,2271.43,1892.86
58845,2271.43,1892.86
58846,1892.86,1892.86
58847,1892.86,1892.86
58848,1514.29,2271.43
58849,1514.29,2271.43
58850,1514.29,2271.43
58851,1514.29,2271.43
58852,1514.29,2271.43
58853,1514.29,2271.43
58854,1892.86,1892.86
58855,1987.5,1892.86
58856,2082.14,1892.86
58857,2176.79,1892.86
58858,2271.43,1892.86
58859,1892.86,1703.57
58860,1892.86,1703.57
58861,1892.86,1703.57
58862,1892.86,1703.57
58863,1892.86,1703.57
58864,1892.86,1703.57
58865,1892.86,1703.57
58866,2271.43,1892.86
58867,2271.43,1892.86
58868,2271.43,1892.86
58869,2271.43,1892.86
58870,1892.86,1892.86
58871,1892.86,1892.86
58872,1514.29,2271.43
58873,1514.29,2271.43
58874,1514.29,2271.43
58875,1514.29,2271.43
58876,1514.29,2271.43
58877,1514.29,2271.43
58878,1892.86,1892.86
58879,1987.5,1892.86
58880,2082.14,1892.86
58881,2176.79,1892.86
58882,2271.43,1892.86
58883,1892.86,1703.57
58884,1892.86,1703.57
58885,1892.86,1703.57
58886,1892.86,1703.57
58887,1892.86,1703.57
58888,1892.86,1703.57
58889,1892.86,1703.57
58890,2271.43,1892.86
58891,2271.43,1892.86
58892,2271.43,1892.86
58893,2271.43,1892.86
58894,1892.86,1892.86
58895,1892.86,1892.86
58896,1514.29,2271.43
58897,1514.29,2271.43
58898,1514.29,2271.43
58899,1514.29,2271.43
58900,1514.29,2271.43
58901,1514.29,2271.43
58902,1892.86,1892.86
58903,1987.5,1892.86
58904,2082.14,1892.86
58905,2176.79,1892.86
58906,2271.43,1892.86
58907,1892.86,1703.57
58908,1892.86,1703.57
58909,1892.86,1703.57
58910,1892.86,1703.57
58911,1892.86,1703.57
58912,1892.86,1703.57
58913,1892.86,1703.57
58914,2271.43,1892.86
58915,2271.43,1892.86
58916,2271.43,1892.86
58917,2271.43,1892.86
58918,1892.86,1892.86
58919,1892.86,1892.86
58920,1514.29,2271.43
58921,1514.29,2271.43
58922,1514.29,2271.43
58923,1514.29,2271.43
58924,1514.29,2271.43
58925,1514.29,2271.43
58926,1892.86,1892.86
58927,1987.5,1892.86
58928,2082.14,1892.86
58929,2176.79,1892.86
58930,2271.43,1892.86
58931,1892.86,1703.57
58932,1892.86,1703.57
58933,1892.86,1703.57
58934,1892.86,1703.57
58935,1892.86,1703.57
58936,1892.86,1703.57
58937,1892.86,1703.57
58938,2271.43,1892.86
58939,2271.43,1892.86
58940,2271.43,1892.86
58941,2271.43,1892.86
58942,1892.86,1892.86
58943,1892.86,1892.86
58944,1514.29,2271.43
58945,1514.29,2271.43
58946,1514.29,2271.43
58947,1514.29,2271.43
58948,1514.29,2271.43
58949,1514.29,2271.43
58950,1892.86,1892.86
58951,1987.5,1892.86
58952,2082.14,1892.86
58953,2176.79,1892.86
58954,2271.43,1892.86
58955,1892.86,1703.57
58956,1892.86,1703.57
58957,1892.86,1703.57
58958,1892.86,1703.57
58959,1892.86,1703.57
58960,1892.86,1703.57
58961,1892.86,1703.57
58962,2271.43,1892.86
58963,2271.43,1892.86
58964,2271.43,1892.86
58965,2271.43,1892.86
58966,1892.86,1892.86
58967,1892.86,1892.86
58968,1514.29,2271.43
58969,1514.29,2271.43
58970,1514.29,2271.43
58971,1514.29,2271.43
58972,1514.29,2271.43
58973,1514.29,2271.43
58974,1892.86,1892.86
58975,1987.5,1892.86
58976,2082.14,1892.86
58977,2176.79,1892.86
58978,2271.43,1892.86
58979,1892.86,1703.57
58980,1892.86,1703.57
58981,1892.86,1703.57
58982,1892.86,1703.57
58983,1892.86,1703.57
58984,1892.86,1703.57
58985,1892.86,1703.57
58986,2271.43,1892.86
58987,2271.43,1892.86
58988,2271.43,1892.86
58989,2271.43,1892.86
58990,1892.86,1892.86
58991,1892.86,1892.86
58992,1514.29,2271.43
58993,1514.29,2271.43
58994,1514.29,2271.43
58995,1514.29,2271.43
58996,1514.29,2271.43
58997,1514.29,2271.43
58998,1892.86,1892.86
58999,1987.5,1892.86
59000,2082.14,1892.86
59001,2176.79,1892.86
59002,2271.43,1892.86
59003,1892.86,1703.57
59004,1892.86,1703.57
59005,1892.86,1703.57
59006,1892.86,1703.57
59007,1892.86,1703.57
59008,1892.86,1703.57
59009,1892.86,1703.57
59010,2271.43,1892.86
59011,2271.43,1892.86
59012,2271.43,1892.86
59013,2271.43,1892.86
59014,1892.86,1892.86
59015,1892.86,1892.86
59016,1514.29,2271.43
59017,1514.29,2271.43
59018,1514.29,2271.43
59019,1514.29,2271.43
59020,1514.29,2271.43
59021,1514.29,2271.43
59022,1892.86,1892.86
59023,1987.5,1892.86
59024,2082.14,1892.86
59025,2176.79,1892.86
59026,2271.43,1892.86
59027,1892.86,1703.57
59028,1892.86,1703.57
59029,1892.86,1703.57
59030,1892.86,1703.57
59031,1892.86,1703.57
59032,1892.86,1703.57
59033,1892.86,1703.57
59034,2271.43,1892.86
59035,2271.43,1892.86
59036,2271.43,1892.86
59037,2271.43,1892.86
59038,1892.86,1892.86
59039,1892.86,1892.86
59040,1514.29,2271.43
59041,1514.29,2271.43
59042,1514.29,2271.43
59043,1514.29,2271.43
59044,1514.29,2271.43
59045,1514.29,2271.43
59046,1892.86,1892.86
59047,1987.5,1892.86
59048,2082.14,1892.86
59049,2176.79,1892.86
59050,2271.43,1892.86
59051,1892.86,1703.57
59052,1892.86,1703.57
59053,1892.86,1703.57
59054,1892.86,1703.57
59055,1892.86,1703.57
59056,1892.86,1703.57
59057,1892.86,1703.57
59058,2271.43,1892.86
59059,2271.43,1892.86
59060,2271.43,1892.86
59061,2271.43,1892.86
59062,1892.86,1892.86
59063,1892.86,1892.86
59064,1514.29,2271.43
59065,1514.29,2271.43
59066,1514.29,2271.43
59067,1514.29,2271.43
59068,1514.29,2271.43
59069,1514.29,2271.43
59070,1892.86,1892.86
59071,1987.5,1892.86
59072,2082.14,1892.86
59073,2176.79,1892.86
59074,2271.43,1892.86
59075,1892.86,1703.57
59076,1892.86,1703.57
59077,1892.86,1703.57
59078,1892.86,1703.57
59079,1892.86,1703.57
59080,1892.86,1703.57
59081,1892.86,1703.57
59082,2271.43,1892.86
59083,2271.43,1892.86
59084,2271.43,1892.86
59085,2271.43,1892.86
59086,1892.86,1892.86
59087,1892.86,1892.86
59088,1514.29,2271.43
59089,1514.29,2271.43
59090,1514.29,2271.43
59091,1514.29,2271.43
59092,1514.29,2271.43
59093,1514.29,2271.43
59094,1892.86,1892.86
59095,1987.5,1892.86
59096,2082.14,1892.86
59097,2176.79,1892.86
59098,2271.43,1892.86
59099,1892.86,1703.57
59100,1892.86,1703.57
59101,1892.86,1703.57
59102,1892.86,1703.57
59103,1892.86,1703.57
59104,1892.86,1703.57
59105,1892.86,1703.57
59106,2271.43,1892.86
59107,2271.43,1892.86
59108,2271.43,1892.86
59109,2271.43,1892.86
59110,1892.86,1892.86
59111,1892.86,1892.86
59112,1514.29,2271.43
59113,1514.29,2271.43
59114,1514.29,2271.43
59115,1514.29,2271.43
59116,1514.29,2271.43
59117,1514.29,2271.43
59118,1892.86,1892.86
59119,1987.5,1892.86
59120,2082.14,1892.86
59121,2176.79,1892.86
59122,2271.43,1892.86
59123,1892.86,1703.57
59124,1892.86,1703.57
59125,1892.86,1703.57
59126,1892.86,1703.57
59127,1892.86,1703.57
59128,1892.86,1703.57
59129,1892.86,1703.57
59130,2271.43,1892.86
59131,2271.43,1892.86
59132,2271.43,1892.86
59133,2271.43,1892.86
59134,1892.86,1892.86
59135,1892.86,1892.86
59136,1514.29,2271.43
59137,1514.29,2271.43
59138,1514.29,2271.43
59139,1514.29,2271.43
59140,1514.29,2271.43
59141,1514.29,2271.43
59142,1892.86,1892.86
59143,1987.5,1892.86
59144,2082.14,1892.86
59145,2176.79,1892.86
59146,2271.43,1892.86
59147,1892.86,1703.57
59148,1892.86,1703.57
59149,1892.86,1703.57
59150,1892.86,1703.57
59151,1892.86,1703.57
59152,1892.86,1703.57
59153,1892.86,1703.57
59154,2271.43,1892.86
59155,2271.43,1892.86
59156,2271.43,1892.86
59157,2271.43,1892.86
59158,1892.86,1892.86
59159,1892.86,1892.86
59160,1514.29,2271.43
59161,1514.29,2271.43
59162,1514.29,2271.43
59163,1514.29,2271.43
59164,1514.29,2271.43
59165,1514.29,2271.43
59166,1892.86,1892.86
59167,1987.5,1892.86
59168,2082.14,1892.86
59169,2176.79,1892.86
59170,2271.43,1892.86
59171,1892.86,1703.57
59172,1892.86,1703.57
59173,1892.86,1703.57
59174,1892.86,1703.57
59175,1892.86,1703.57
59176,1892.86,1703.57
59177,1892.86,1703.57
59178,2271.43,1892.86
59179,2271.43,1892.86
59180,2271.43,1892.86
59181,2271.43,1892.86
59182,1892.86,1892.86
59183,1892.86,1892.86
59184,1514.29,2271.43
59185,1514.29,2271.43
59186,1514.29,2271.43
59187,1514.29,2271.43
59188,1514.29,2271.43
59189,1514.29,2271.43
59190,1892.86,1892.86
59191,1987.5,1892.86
59192,2082.14,1892.86
59193,2176.79,1892.86
59194,2271.43,1892.86
59195,1892.86,1703.57
59196,1892.86,1703.57
59197,1892.86,1703.57
59198,1892.86,1703.57
59199,1892.86,1703.57
59200,1892.86,1703.57
59201,1892.86,1703.57
59202,2271.43,1892.86
59203,2271.43,1892.86
59204,2271.43,1892.86
59205,2271.43,1892.86
59206,1892.86,1892.86
59207,1892.86,1892.86
59208,1514.29,2271.43
59209,1514.29,2271.43
59210,1514.29,2271.43
59211,1514.29,2271.43
59212,1514.29,2271.43
59213,1514.29,2271.43
59214,1892.86,1892.86
59215,1987.5,1892.86
59216,2082.14,1892.86
59217,2176.79,1892.86
59218,2271.43,1892.86
59219,1892.86,1703.57
59220,1892.86,1703.57
59221,1892.86,1703.57
59222,1892.86,1703.57
59223,1892.86,1703.57
59224,1892.86,1703.57
59225,1892.86,1703.57
59226,2271.43,1892.86
59227,2271.43,1892.86
59228,2271.43,1892.86
59229,2271.43,1892.86
59230,1892.86,1892.86
59231,1892.86,1892.86
59232,1514.29,2271.43
59233,1514.29,2271.43
59234,1514.29,2271.43
59235,1514.29,2271.43
59236,1514.29,2271.43
59237,1514.29,2271.43
59238,1892.86,1892.86
59239,1987.5,1892.86
59240,2082.14,1892.86
59241,2176.79,1892.86
59242,2271.43,1892.86
59243,1892.86,1703.57
59244,1892.86,1703.57
59245,1892.86,1703.57
59246,1892.86,1703.57
59247,1892.86,1703.57
59248,1892.86,1703.57
59249,1892.86,1703.57
59250,2271.43,1892.86
59251,2271.43,1892.86
59252,2271.43,1892.86
59253,2271.43,1892.86
59254,1892.86,1892.86
59255,1892.86,1892.86
59256,1514.29,2271.43
59257,1514.29,2271.43
59258,1514.29,2271.43
59259,1514.29,2271.43
59260,1514.29,2271.43
59261,1514.29,2271.43
59262,1892.86,1892.86
59263,1987.5,1892.86
59264,2082.14,1892.86
59265,2176.79,1892.86
59266,2271.43,1892.86
59267,1892.86,1703.57
59268,1892.86,1703.57
59269,1892.86,1703.57
59270,1892.86,1703.57
59271,1892.86,1703.57
59272,1892.86,1703.57
59273,1892.86,1703.57
59274,2271.43,1892.86
59275,2271.43,1892.86
59276,2271.43,1892.86
59277,2271.43,1892.86
59278,1892.86,1892.86
59279,1892.86,1892.86
59280,1514.29,2271.43
59281,1514.29,2271.43
59282,1514.29,2271.43
59283,1514.29,2271.43
59284,1514.29,2271.43
59285,1514.29,2271.43
59286,1892.86,1892.86
59287,1987.5,1892.86
59288,2082.14,1892.86
59289,2176.79,1892.86
59290,2271.43,1892.86
59291,1892.86,1703.57
59292,1892.86,1703.57
59293,1892.86,1703.57
59294,1892.86,1703.57
59295,1892.86,1703.57
59296,1892.86,1703.57
59297,1892.86,1703.57
59298,2271.43,1892.86
59299,2271.43,1892.86
59300,2271.43,1892.86
59301,2271.43,1892.86
59302,1892.86,1892.86
59303,1892.86,1892.86
59304,1514.29,2271.43
59305,1514.29,2271.43
59306,1514.29,2271.43
59307,1514.29,2271.43
59308,1514.29,2271.43
59309,1514.29,2271.43
59310,1892.86,1892.86
59311,1987.5,1892.86
59312,2082.14,1892.86
59313,2176.79,1892.86
59314,2271.43,1892.86
59315,1892.86,1703.57
59316,1892.86,1703.57
59317,1892.86,1703.57
59318,1892.86,1703.57
59319,1892.86,1703.57
59320,1892.86,1703.57
59321,1892.86,1703.57
59322,2271.43,1892.86
59323,2271.43,1892.86
59324,2271.43,1892.86
59325,2271.43,1892.86
59326,1892.86,1892.86
59327,1892.86,1892.86
59328,1514.29,2271.43
59329,1514.29,2271.43
59330,1514.29,2271.43
59331,1514.29,2271.43
59332,1514.29,2271.43
59333,1514.29,2271.43
59334,1892.86,1892.86
59335,1987.5,1892.86
59336,2082.14,1892.86
59337,2176.79,1892.86
59338,2271.43,1892.86
59339,1892.86,1703.57
59340,1892.86,1703.57
59341,1892.86,1703.57
59342,1892.86,1703.57
59343,1892.86,1703.57
59344,1892.86,1703.57
59345,1892.86,1703.57
59346,2271.43,1892.86
59347,2271.43,1892.86
59348,2271.43,1892.86
59349,2271.43,1892.86
59350,1892.86,1892.86
59351,1892.86,1892.86
59352,1514.29,2271.43
59353,1514.29,2271.43
59354,1514.29,2271.43
59355,1514.29,2271.43
59356,1514.29,2271.43
59357,1514.29,2271.43
59358,1892.86,1892.86
59359,1987.5,1892.86
59360,2082.14,1892.86
59361,2176.79,1892.86
59362,2271.43,1892.86
59363,1892.86,1703.57
59364,1892.86,1703.57
59365,1892.86,1703.57
59366,1892.86,1703.57
59367,1892.86,1703.57
59368,1892.86,1703.57
59369,1892.86,1703.57
59370,2271.43,1892.86
59371,2271.43,1892.86
59372,2271.43,1892.86
59373,2271.43,1892.86
59374,1892.86,1892.86
59375,1892.86,1892.86
59376,1514.29,2271.43
59377,1514.29,2271.43
59378,1514.29,2271.43
59379,1514.29,2271.43
59380,1514.29,2271.43
59381,1514.29,2271.43
59382,1892.86,1892.86
59383,1987.5,1892.86
59384,2082.14,1892.86
59385,2176.79,1892.86
59386,2271.43,1892.86
59387,1892.86,1703.57
59388,1892.86,1703.57
59389,1892.86,1703.57
59390,1892.86,1703.57
59391,1892.86,1703.57
59392,1892.86,1703.57
59393,1892.86,1703.57
59394,2271.43,1892.86
59395,2271.43,1892.86
59396,2271.43,1892.86
59397,2271.43,1892.86
59398,1892.86,1892.86
59399,1892.86,1892.86
59400,1514.29,2271.43
59401,1514.29,2271.43
59402,1514.29,2271.43
59403,1514.29,2271.43
59404,1514.29,2271.43
59405,1514.29,2271.43
59406,1892.86,1892.86
59407,1987.5,1892.86
59408,2082.14,1892.86
59409,2176.79,1892.86
59410,2271.43,1892.86
59411,1892.86,1703.57
59412,1892.86,1703.57
59413,1892.86,1703.57
59414,1892.86,1703.57
59415,1892.86,1703.57
59416,1892.86,1703.57
59417,1892.86,1703.57
59418,2271.43,1892.86
59419,2271.43,1892.86
59420,2271.43,1892.86
59421,2271.43,1892.86
59422,1892.86,1892.86
59423,1892.86,1892.86
59424,1514.29,2271.43
59425,1514.29,2271.43
59426,1514.29,2271.43
59427,1514.29,2271.43
59428,1514.29,2271.43
59429,1514.29,2271.43
59430,1892.86,1892.86
59431,1987.5,1892.86
59432,2082.14,1892.86
59433,2176.79,1892.86
59434,2271.43,1892.86
59435,1892.86,1703.57
59436,1892.86,1703.57
59437,1892.86,1703.57
59438,1892.86,1703.57
59439,1892.86,1703.57
59440,1892.86,1703.57
59441,1892.86,1703.57
59442,2271.43,1892.86
59443,2271.43,1892.86
59444,2271.43,1892.86
59445,2271.43,1892.86
59446,1892.86,1892.86
59447,1892.86,1892.86
59448,1514.29,2271.43
59449,1514.29,2271.43
59450,1514.29,2271.43
59451,1514.29,2271.43
59452,1514.29,2271.43
59453,1514.29,2271.43
59454,1892.86,1892.86
59455,1987.5,1892.86
59456,2082.14,1892.86
59457,2176.79,1892.86
59458,2271.43,1892.86
59459,1892.86,1703.57
59460,1892.86,1703.57
59461,1892.86,1703.57
59462,1892.86,1703.57
59463,1892.86,1703.57
59464,1892.86,1703.57
59465,1892.86,1703.57
59466,2271.43,1892.86
59467,2271.43,1892.86
59468,2271.43,1892.86
59469,2271.43,1892.86
59470,1892.86,1892.86
59471,1892.86,1892.86
59472,1514.29,2271.43
59473,1514.29,2271.43
59474,1514.29,2271.43
59475,1514.29,2271.43
59476,1514.29,2271.43
59477,1514.29,2271.43
59478,1892.86,1892.86
59479,1987.5,1892.86
59480,2082.14,1892.86
59481,2176.79,1892.86
59482,2271.43,1892.86
59483,1892.86,1703.57
59484,1892.86,1703.57
59485,1892.86,1703.57
59486,1892.86,1703.57
59487,1892.86,1703.57
59488,1892.86,1703.57
59489,1892.86,1703.57
59490,2271.43,1892.86
59491,2271.43,1892.86
59492,2271.43,1892.86
59493,2271.43,1892.86
59494,1892.86,1892.86
59495,1892.86,1892.86
59496,1514.29,2271.43
59497,1514.29,2271.43
59498,1514.29,2271.43
59499,1514.29,2271.43
59500,1514.29,2271.43
59501,1514.29,2271.43
59502,1892.86,1892.86
59503,1987.5,1892.86
59504,2082.14,1892.86
59505,2176.79,1892.86
59506,2271.43,1892.86
59507,1892.86,1703.57
59508,1892.86,1703.57
59509,1892.86,1703.57
59510,1892.86,1703.57
59511,1892.86,1703.57
59512,1892.86,1703.57
59513,1892.86,1703.57
59514,2271.43,1892.86
59515,2271.43,1892.86
59516,2271.43,1892.86
59517,2271.43,1892.86
59518,1892.86,1892.86
59519,1892.86,1892.86
59520,1514.29,2271.43
59521,1514.29,2271.43
59522,1514.29,2271.43
59523,1514.29,2271.43
59524,1514.29,2271.43
59525,1514.29,2271.43
59526,1892.86,1892.86
59527,1987.5,1892.86
59528,2082.14,1892.86
59529,2176.79,1892.86
59530,2271.43,1892.86
59531,1892.86,1703.57
59532,1892.86,1703.57
59533,1892.86,1703.57
59534,1892.86,1703.57
59535,1892.86,1703.57
59536,1892.86,1703.57
59537,1892.86,1703.57
59538,2271.43,1892.86
59539,2271.43,1892.86
59540,2271.43,1892.86
59541,2271.43,1892.86
59542,1892.86,1892.86
59543,1892.86,1892.86
59544,1514.29,2271.43
59545,1514.29,2271.43
59546,1514.29,2271.43
59547,1514.29,2271.43
59548,1514.29,2271.43
59549,1514.29,2271.43
59550,1892.86,1892.86
59551,1987.5,1892.86
59552,2082.14,1892.86
59553,2176.79,1892.86
59554,2271.43,1892.86
59555,1892.86,1703.57
59556,1892.86,1703.57
59557,1892.86,1703.57
59558,1892.86,1703.57
59559,1892.86,1703.57
59560,1892.86,1703.57
59561,1892.86,1703.57
59562,2271.43,1892.86
59563,2271.43,1892.86
59564,2271.43,1892.86
59565,2271.43,1892.86
59566,1892.86,1892.86
59567,1892.86,1892.86
59568,1514.29,2271.43
59569,1514.29,2271.43
59570,1514.29,2271.43
59571,1514.29,2271.43
59572,1514.29,2271.43
59573,1514.29,2271.43
59574,1892.86,1892.86
59575,1987.5,1892.86
59576,2082.14,1892.86
59577,2176.79,1892.86
59578,2271.43,1892.86
59579,1892.86,1703.57
59580,1892.86,1703.57
59581,1892.86,1703.57
59582,1892.86,1703.57
59583,1892.86,1703.57
59584,1892.86,1703.57
59585,1892.86,1703.57
59586,2271.43,1892.86
59587,2271.43,1892.86
59588,2271.43,1892.86
59589,2271.43,1892.86
59590,1892.86,1892.86
59591,1892.86,1892.86
59592,1514.29,2271.43
59593,1514.29,2271.43
59594,1514.29,2271.43
59595,1514.29,2271.43
59596,1514.29,2271.43
59597,1514.29,2271.43
59598,1892.86,1892.86
59599,1987.5,1892.86
59600,2082.14,1892.86
59601,2176.79,1892.86
59602,2271.43,1892.86
59603,1892.86,1703.57
59604,1892.86,1703.57
59605,1892.86,1703.57
59606,1892.86,1703.57
59607,1892.86,1703.57
59608,1892.86,1703.57
59609,1892.86,1703.57
59610,2271.43,1892.86
59611,2271.43,1892.86
59612,2271.43,1892.86
59613,2271.43,1892.86
59614,1892.86,1892.86
59615,1892.86,1892.86
59616,1514.29,2271.43
59617,1514.29,2271.43
59618,1514.29,2271.43
59619,1514.29,2271.43
59620,1514.29,2271.43
59621,1514.29,2271.43
59622,1892.86,1892.86
59623,1987.5,1892.86
59624,2082.14,1892.86
59625,2176.79,1892.86
59626,2271.43,1892.86
59627,1892.86,1703.57
59628,1892.86,1703.57
59629,1892.86,1703.57
59630,1892.86,1703.57
59631,1892.86,1703.57
59632,1892.86,1703.57
59633,1892.86,1703.57
59634,2271.43,1892.86
59635,2271.43,1892.86
59636,2271.43,1892.86
59637,2271.43,1892.86
59638,1892.86,1892.86
59639,1892.86,1892.86
59640,1514.29,2271.43
59641,1514.29,2271.43
59642,1514.29,2271.43
59643,1514.29,2271.43
59644,1514.29,2271.43
59645,1514.29,2271.43
59646,1892.86,1892.86
59647,1987.5,1892.86
59648,2082.14,1892.86
59649,2176.79,1892.86
59650,2271.43,1892.86
59651,1892.86,1703.57
59652,1892.86,1703.57
59653,1892.86,1703.57
59654,1892.86,1703.57
59655,1892.86,1703.57
59656,1892.86,1703.57
59657,1892.86,1703.57
59658,2271.43,1892.86
59659,2271.43,1892.86
59660,2271.43,1892.86
59661,2271.43,1892.86
59662,1892.86,1892.86
59663,1892.86,1892.86
59664,1514.29,2271.43
59665,1514.29,2271.43
59666,1514.29,2271.43
59667,1514.29,2271.43
59668,1514.29,2271.43
59669,1514.29,2271.43
59670,1892.86,1892.86
59671,1987.5,1892.86
59672,2082.14,1892.86
59673,2176.79,1892.86
59674,2271.43,1892.86
59675,1892.86,1703.57
59676,1892.86,1703.57
59677,1892.86,1703.57
59678,1892.86,1703.57
59679,1892.86,1703.57
59680,1892.86,1703.57
59681,1892.86,1703.57
59682,2271.43,1892.86
59683,2271.43,1892.86
59684,2271.43,1892.86
59685,2271.43,1892.86
59686,1892.86,1892.86
59687,1892.86,1892.86
59688,1514.29,2271.43
59689,1514.29,2271.43
59690,1514.29,2271.43
59691,1514.29,2271.43
59692,1514.29,2271.43
59693,1514.29,2271.43
59694,1892.86,1892.86
59695,1987.5,1892.86
59696,2082.14,1892.86
59697,2176.79,1892.86
59698,2271.43,1892.86
59699,1892.86,1703.57
59700,1892.86,1703.57
59701,1892.86,1703.57
59702,1892.86,1703.57
59703,1892.86,1703.57
59704,1892.86,1703.57
59705,1892.86,1703.57
59706,2271.43,1892.86
59707,2271.43,1892.86
59708,2271.43,1892.86
59709,2271.43,1892.86
59710,1892.86,1892.86
59711,1892.86,1892.86
59712,1514.29,2271.43
59713,1514.29,2271.43
59714,1514.29,2271.43
59715,1514.29,2271.43
59716,1514.29,2271.43
59717,1514.29,2271.43
59718,1892.86,1892.86
59719,1987.5,1892.86
59720,2082.14,1892.86
59721,2176.79,1892.86
59722,2271.43,1892.86
59723,1892.86,1703.57
59724,1892.86,1703.57
59725,1892.86,1703.57
59726,1892.86,1703.57
59727,1892.86,1703.57
59728,1892.86,1703.57
59729,1892.86,1703.57
59730,2271.43,1892.86
59731,2271.43,1892.86
59732,2271.43,1892.86
59733,2271.43,1892.86
59734,1892.86,1892.86
59735,1892.86,1892.86
59736,1514.29,2271.43
59737,1514.29,2271.43
59738,1514.29,2271.43
59739,1514.29,2271.43
59740,1514.29,2271.43
59741,1514.29,2271.43
59742,1892.86,1892.86
59743,1987.5,1892.86
59744,2082.14,1892.86
59745,2176.79,1892.86
59746,2271.43,1892.86
59747,1892.86,1703.57
59748,1892.86,1703.57
59749,1892.86,1703.57
59750,1892.86,1703.57
59751,1892.86,1703.57
59752,1892.86,1703.57
59753,1892.86,1703.57
59754,2271.43,1892.86
59755,2271.43,1892.86
59756,2271.43,1892.86
59757,2271.43,1892.86
59758,1892.86,1892.86
59759,1892.86,1892.86
59760,1514.29,2271.43
59761,1514.29,2271.43
59762,1514.29,2271.43
59763,1514.29,2271.43
59764,1514.29,2271.43
59765,1514.29,2271.43
59766,1892.86,1892.86
59767,1987.5,1892.86
59768,2082.14,1892.86
59769,2176.79,1892.86
59770,2271.43,1892.86
59771,1892.86,1703.57
59772,1892.86,1703.57
59773,1892.86,1703.57
59774,1892.86,1703.57
59775,1892.86,1703.57
59776,1892.86,1703.57
59777,1892.86,1703.57
59778,2271.43,1892.86
59779,2271.43,1892.86
59780,2271.43,1892.86
59781,2271.43,1892.86
59782,1892.86,1892.86
59783,1892.86,1892.86
59784,1514.29,2271.43
59785,1514.29,2271.43
59786,1514.29,2271.43
59787,1514.29,2271.43
59788,1514.29,2271.43
59789,1514.29,2271.43
59790,1892.86,1892.86
59791,1987.5,1892.86
59792,2082.14,1892.86
59793,2176.79,1892.86
59794,2271.43,1892.86
59795,1892.86,1703.57
59796,1892.86,1703.57
59797,1892.86,1703.57
59798,1892.86,1703.57
